open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1643673600000,2685.34,2685.74,2680.65,2681.03,1726.259,1643673659999,4629979.64230,1611,870.605,2334672.35033,0
1643673660000,2681.03,2681.30,2673.68,2673.69,4352.804,1643673719999,11656285.69962,3690,1881.601,5039421.48733,0
1643673720000,2673.69,2682.46,2672.61,2681.50,4463.916,1643673779999,11958363.09559,3550,3010.379,8065123.78084,0
1643673780000,2681.51,2688.38,2680.24,2683.31,2749.747,1643673839999,7382132.81625,2722,1382.974,3713321.96012,0
1643673840000,2683.30,2684.75,2681.90,2684.67,616.761,1643673899999,1654936.42248,1046,194.574,522122.29815,0
1643673900000,2684.68,2686.90,2683.43,2683.99,853.631,1643673959999,2292297.48945,1192,497.133,1335145.84123,0
1643673960000,2683.99,2687.06,2683.40,2686.21,725.503,1643674019999,1948139.51352,991,513.577,1379208.56918,0
1643674020000,2686.21,2696.00,2686.20,2693.78,3209.084,1643674079999,8640281.79234,2793,2261.921,6088880.88407,0
1643674080000,2693.78,2697.82,2691.55,2696.26,3104.728,1643674139999,8369389.53824,2646,1889.736,5094202.66956,0
1643674140000,2696.26,2705.53,2695.36,2701.42,7481.948,1643674199999,20215754.05444,6158,4504.503,12170845.31260,0
1643674200000,2701.42,2702.30,2693.55,2697.94,2468.715,1643674259999,6658346.84820,2349,1090.040,2939288.28056,0
1643674260000,2697.93,2701.71,2695.21,2696.66,3100.099,1643674319999,8366498.97496,2808,1791.909,4836505.24401,0
1643674320000,2696.75,2699.00,2695.52,2695.52,414.445,1643674379999,1117952.78535,1078,159.154,429350.88002,0
1643674380000,2695.39,2697.73,2695.39,2696.25,331.828,1643674439999,894780.11815,892,189.187,510102.07042,0
1643674440000,2696.25,2699.65,2694.43,2694.57,841.923,1643674499999,2270766.55860,1273,336.772,908460.96491,0
1643674500000,2694.57,2698.05,2693.74,2697.86,667.388,1643674559999,1799011.09155,1378,309.773,835048.35044,0
1643674560000,2697.79,2697.79,2694.29,2695.00,543.007,1643674619999,1463700.67048,1041,151.723,408902.69410,0
1643674620000,2694.99,2695.00,2689.00,2689.00,1293.662,1643674679999,3482545.33363,1695,404.247,1088225.61919,0
1643674680000,2689.00,2689.70,2680.41,2683.92,8821.945,1643674739999,23671606.64258,3805,4646.213,12464086.39682,0
1643674740000,2683.93,2684.89,2681.00,2683.69,1894.101,1643674799999,5081566.10330,2023,884.716,2373525.39955,0
1643674800000,2683.69,2684.22,2680.10,2683.00,1749.257,1643674859999,4691163.09632,1931,1002.826,2689510.92909,0
1643674860000,2683.00,2683.58,2680.04,2681.44,620.101,1643674919999,1663043.37780,1072,331.998,890434.49669,0
1643674920000,2681.43,2685.73,2681.24,2682.62,794.023,1643674979999,2130958.33729,1082,616.972,1655821.77660,0
1643674980000,2682.61,2688.13,2682.61,2685.47,540.274,1643675039999,1450992.74015,1005,303.641,815254.66449,0
1643675040000,2685.46,2692.95,2685.46,2690.47,961.497,1643675099999,2586311.78492,1285,717.611,1930062.28775,0
1643675100000,2690.46,2691.94,2689.57,2691.06,758.478,1643675159999,2040774.13116,1149,453.264,1219539.62201,0
