open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1738368000000,3299.50,3299.51,3295.66,3295.98,1481.850,1738368059999,4886709.06305,3883,562.383,1854620.38243,0
1738368060000,3295.98,3296.79,3293.00,3293.99,1148.164,1738368119999,3782735.79198,3414,431.763,1422389.39475,0
1738368120000,3293.98,3295.27,3289.37,3290.65,1716.546,1738368179999,5649844.96182,3611,406.992,1339625.14741,0
1738368180000,3290.65,3291.00,3287.68,3287.69,776.020,1738368239999,2552918.22350,2463,343.917,1131373.46654,0
1738368240000,3287.68,3292.40,3286.85,3292.19,1577.946,1738368299999,5191161.45090,3373,1161.223,3820459.45305,0
1738368300000,3292.19,3292.38,3290.03,3291.82,749.791,1738368359999,2467798.87199,2370,320.214,1053899.31752,0
1738368360000,3291.83,3300.81,3291.83,3298.77,2608.984,1738368419999,8607032.38827,4935,1527.103,5037023.32820,0
1738368420000,3298.77,3298.77,3297.05,3298.35,681.070,1738368479999,2246199.99626,2528,374.782,1236056.22677,0
1738368480000,3298.35,3298.57,3296.57,3298.35,818.741,1738368539999,2700011.11135,2759,464.310,1531162.78147,0
1738368540000,3298.36,3304.31,3298.35,3302.92,3010.538,1738368599999,9941451.25770,5279,2196.017,7252429.95979,0
1738368600000,3302.91,3303.37,3299.04,3300.21,1501.945,1738368659999,4959392.15653,2966,975.117,3220115.33421,0
1738368660000,3300.18,3301.94,3298.46,3300.89,1281.672,1738368719999,4229625.73022,2868,324.674,1071634.56608,0
1738368720000,3300.89,3300.89,3298.24,3298.25,564.183,1738368779999,1861251.56971,1995,246.459,813014.89854,0
1738368780000,3298.24,3303.68,3298.00,3303.06,951.854,1738368839999,3142447.36675,2386,687.811,2270540.69276,0
1738368840000,3303.06,3305.02,3302.44,3303.62,1657.820,1738368899999,5477585.21353,3123,842.127,2782558.62088,0
1738368900000,3303.61,3312.16,3303.61,3309.87,15031.895,1738368959999,49742956.75691,10856,11903.772,39392705.17528,0
1738368960000,3309.91,3310.63,3305.36,3305.37,1348.832,1738369019999,4462412.93656,3145,662.982,2193536.62693,0
1738369020000,3305.36,3307.69,3300.09,3302.37,1609.067,1738369079999,5316854.42000,3858,775.228,2561901.72407,0
1738369080000,3302.37,3303.70,3300.60,3303.55,657.966,1738369139999,2172653.33601,2770,373.904,1234669.95896,0
1738369140000,3303.56,3305.20,3303.56,3304.32,715.863,1738369199999,2365663.91636,1668,363.498,1201174.33977,0
1738369200000,3304.32,3304.68,3302.16,3303.47,1006.450,1738369259999,3325116.09970,2456,355.643,1174976.22356,0
1738369260000,3303.46,3307.02,3303.45,3305.32,620.758,1738369319999,2052013.90804,2298,286.531,947109.95976,0
