open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1779667200000,2098.99,2100.48,2098.84,2099.98,2615.309,1779667259999,5491484.68072,5280,1469.172,3084840.67934,0
1779667260000,2099.98,2101.13,2099.43,2099.58,2369.386,1779667319999,4976817.97278,4203,1660.227,3487294.89804,0
1779667320000,2099.58,2101.07,2099.43,2100.95,2000.152,1779667379999,4200486.75302,2859,1315.595,2762794.19797,0
1779667380000,2100.95,2102.53,2100.15,2101.51,2888.357,1779667439999,6069771.77249,3731,1076.013,2261435.41788,0
1779667440000,2101.52,2102.94,2100.82,2100.83,1028.578,1779667499999,2162073.15992,2457,513.894,1080202.71146,0
1779667500000,2100.82,2101.85,2100.52,2101.68,1077.290,1779667559999,2263719.92202,2581,523.360,1099744.11330,0
1779667560000,2101.69,2101.80,2100.64,2101.25,4288.278,1779667619999,9011627.21754,2204,3216.464,6759234.86357,0
1779667620000,2101.24,2102.82,2100.00,2102.57,1530.094,1779667679999,3215592.36960,2520,646.570,1358890.04272,0
1779667680000,2102.57,2103.22,2102.16,2102.28,764.985,1779667739999,1608520.85430,1601,451.044,948399.61402,0
1779667740000,2102.29,2105.05,2102.17,2104.44,9022.393,1779667799999,18983943.78228,6860,7458.235,15693161.10572,0
1779667800000,2104.45,2107.35,2104.29,2106.69,14664.720,1779667859999,30886000.27062,10172,11778.212,24807217.41773,0
1779667860000,2106.69,2106.69,2103.70,2103.70,2136.628,1779667919999,4497252.11464,3385,447.592,941965.10029,0
1779667920000,2103.71,2104.26,2103.42,2103.72,1378.956,1779667979999,2900989.86355,1815,719.072,1512738.05121,0
1779667980000,2103.72,2104.74,2103.27,2104.57,588.305,1779668039999,1237767.85673,1723,406.740,855780.36806,0
1779668040000,2104.56,2104.74,2103.99,2104.20,628.786,1779668099999,1323184.24919,948,315.768,664479.67780,0
1779668100000,2104.19,2105.31,2103.70,2103.90,1158.770,1779668159999,2438663.59869,2718,450.752,948517.55549,0
1779668160000,2103.90,2105.58,2103.90,2104.24,771.490,1779668219999,1623839.74787,2337,427.479,899759.06887,0
1779668220000,2104.24,2104.24,2102.67,2103.17,1017.125,1779668279999,2139568.43614,1961,223.847,470819.02449,0
1779668280000,2103.18,2104.94,2103.18,2104.39,763.299,1779668339999,1606234.12705,2387,376.328,791873.37550,0
1779668340000,2104.38,2104.58,2103.86,2103.86,519.780,1779668399999,1093668.09769,1200,252.806,531929.01318,0
1779668400000,2103.86,2104.86,2102.73,2102.89,640.400,1779668459999,1347069.77692,2109,306.772,645311.91888,0
1779668460000,2102.88,2103.66,2102.43,2102.43,333.348,1779668519999,701002.62926,1414,67.529,142017.77746,0
1779668520000,2102.43,2104.01,2102.43,2103.60,476.842,1779668579999,1002886.44682,1401,208.521,438553.20561,0
1779668580000,2103.59,2105.58,2103.33,2105.39,754.376,1779668639999,1588081.94400,2084,399.838,841681.12982,0
1779668640000,2105.40,2106.25,2104.41,2105.69,1283.358,1779668699999,2701953.15705,2666,756.550,1592794.92406,0
1779668700000,2105.68,2106.33,2104.44,2104.48,1110.822,1779668759999,2338565.53593,2443,357.459,752515.12362,0
1779668760000,2104.48,2104.90,2103.77,2104.69,625.496,1779668819999,1316306.01604,1639,451.342,949818.07208,0
1779668820000,2104.68,2104.68,2102.87,2103.22,1329.008,1779668879999,2795638.99157,1873,711.164,1495793.66858,0
1779668880000,2103.23,2104.57,2103.22,2104.57,443.387,1779668939999,932801.07272,1251,214.245,450740.41617,0
1779668940000,2104.56,2105.58,2104.56,2105.58,472.457,1779668999999,994567.21086,1316,228.430,480844.84080,0
1779669000000,2105.57,2107.42,2105.33,2107.27,1717.387,1779669059999,3617545.02911,3524,1099.465,2316057.99980,0
1779669060000,2107.26,2107.27,2104.79,2104.93,1014.475,1779669119999,2136090.15557,2703,475.968,1002288.59427,0
1779669120000,2104.93,2104.93,2103.58,2103.59,633.230,1779669179999,1332310.31332,1453,247.451,520583.40754,0
1779669180000,2103.59,2104.35,2103.15,2103.49,842.998,1779669239999,1773459.93962,1774,366.587,771177.92314,0
1779669240000,2103.50,2103.98,2103.49,2103.98,290.509,1779669299999,611145.48363,988,210.401,442617.74190,0
1779669300000,2103.97,2105.20,2103.97,2105.17,2845.691,1779669359999,5989457.15896,2962,1436.179,3022583.65344,0
1779669360000,2105.17,2105.45,2104.81,2105.16,373.634,1779669419999,786564.32213,958,232.511,489471.51434,0
1779669420000,2105.16,2105.99,2104.64,2105.72,771.650,1779669479999,1624570.77579,1941,504.042,1061152.06500,0
1779669480000,2105.71,2107.35,2105.15,2107.14,816.698,1779669539999,1720073.92620,1973,503.910,1061256.12617,0
1779669540000,2107.13,2108.63,2106.71,2106.83,2945.694,1779669599999,6209121.30251,3603,2050.859,4323251.27755,0
1779669600000,2106.84,2106.84,2105.71,2106.15,716.843,1779669659999,1509774.41022,1275,299.500,630779.83296,0
1779669660000,2106.16,2107.28,2106.00,2106.01,1423.092,1779669719999,2998396.89899,1689,378.411,797186.23035,0
1779669720000,2106.00,2106.01,2103.72,2104.74,4168.772,1779669779999,8771848.27237,3673,451.458,949924.42134,0
1779669780000,2104.74,2105.09,2104.40,2104.69,1188.690,1779669839999,2501999.17730,1444,146.813,309003.62351,0
1779669840000,2104.70,2104.70,2103.98,2104.11,578.665,1779669899999,1217550.57574,886,236.794,498219.87752,0
1779669900000,2104.10,2104.11,2102.52,2102.74,3707.823,1779669959999,7799390.27916,2710,483.877,1017659.63961,0
1779669960000,2102.75,2103.51,2102.52,2103.33,619.448,1779670019999,1302704.79319,1269,336.272,707178.52347,0
1779670020000,2103.33,2103.34,2102.18,2103.04,1620.435,1779670079999,3407169.03536,1677,743.221,1562594.78091,0
1779670080000,2103.03,2103.83,2102.83,2103.82,295.355,1779670139999,621212.31566,1388,150.568,316689.12500,0
1779670140000,2103.83,2108.74,2103.82,2106.53,3305.964,1779670199999,6966721.08017,5937,1984.435,4181419.04456,0
1779670200000,2106.53,2106.79,2104.83,2105.38,965.519,1779670259999,2033319.80809,2354,481.056,1013017.22995,0
1779670260000,2105.39,2105.54,2104.07,2104.08,604.779,1779670319999,1273073.37362,1519,364.186,766665.75395,0
1779670320000,2104.08,2104.80,2102.82,2103.59,4668.511,1779670379999,9821338.73096,4346,593.735,1249099.74465,0
1779670380000,2103.59,2104.23,2103.58,2103.61,470.921,1779670439999,990826.58504,1369,191.353,402596.54798,0
1779670440000,2103.60,2104.23,2103.60,2104.18,271.637,1779670499999,571520.41516,892,129.456,272364.51217,0
1779670500000,2104.18,2104.19,2102.68,2103.64,698.000,1779670559999,1468119.73650,1765,324.678,682873.48110,0
1779670560000,2103.65,2104.14,2103.33,2104.07,311.231,1779670619999,654729.91318,910,213.927,450028.20784,0
1779670620000,2104.07,2104.28,2103.75,2103.76,412.784,1779670679999,868544.05922,818,127.894,269112.72856,0
1779670680000,2103.76,2104.02,2103.60,2103.68,399.095,1779670739999,839643.32497,629,179.725,378105.76846,0
1779670740000,2103.67,2104.26,2102.71,2104.26,2371.782,1779670799999,4988980.81845,2187,1903.886,4004962.75248,0
1779670800000,2104.26,2105.75,2103.30,2104.45,685.638,1779670859999,1443092.92499,2959,464.689,978047.71254,0
1779670860000,2104.45,2104.45,2101.18,2101.95,2390.567,1779670919999,5025865.87456,3860,630.518,1325628.50535,0
1779670920000,2101.94,2103.57,2101.75,2103.44,2034.587,1779670979999,4278730.14583,2510,695.365,1462003.45132,0
1779670980000,2103.44,2105.02,2102.98,2104.18,2219.943,1779671039999,4671467.06197,3564,1202.853,2531131.28794,0
1779671040000,2104.18,2104.79,2103.60,2103.99,1419.986,1779671099999,2988071.54920,2192,676.331,1423135.87112,0
