open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1764460800000,2987.96,2989.28,2987.74,2989.28,471.220,1764460859999,1408216.65438,1594,277.412,829040.06545,0
1764460860000,2989.27,2989.76,2989.11,2989.75,270.484,1764460919999,808597.81439,1017,156.744,468583.75329,0
1764460920000,2989.75,2989.75,2986.80,2987.19,452.659,1764460979999,1352665.49169,1540,94.412,282098.38574,0
1764460980000,2987.19,2988.39,2986.76,2988.39,620.183,1764461039999,1852614.11283,1338,285.941,854140.19193,0
1764461040000,2988.39,2988.67,2987.44,2987.94,358.431,1764461099999,1070981.57283,1076,110.606,330474.30938,0
1764461100000,2987.94,2988.67,2987.59,2988.27,423.982,1764461159999,1266977.36189,999,219.958,657282.22531,0
1764461160000,2988.27,2990.71,2988.27,2990.70,994.330,1764461219999,2972838.63435,1998,760.294,2273142.88275,0
1764461220000,2990.71,2990.95,2989.47,2990.77,406.759,1764461279999,1216326.15106,1623,256.198,766107.23965,0
1764461280000,2990.78,2991.17,2990.19,2991.17,481.956,1764461339999,1441447.21743,1050,281.256,841203.42544,0
1764461340000,2991.17,2992.00,2991.16,2992.00,562.819,1764461399999,1683733.72905,1561,459.982,1376086.14075,0
1764461400000,2991.99,2993.00,2991.80,2992.55,707.508,1764461459999,2117077.07477,1595,363.476,1087665.01322,0
1764461460000,2992.55,2992.57,2992.00,2992.03,409.748,1764461519999,1226108.17324,938,217.097,649630.05888,0
1764461520000,2992.04,2993.94,2990.81,2993.89,1394.307,1764461579999,4172663.92869,2641,1127.359,3373869.58302,0
1764461580000,2993.88,2994.23,2993.60,2994.23,693.516,1764461639999,2076348.37179,1450,567.442,1698892.14419,0
1764461640000,2994.23,2997.05,2994.22,2995.65,2964.076,1764461699999,8879545.77905,4111,2087.542,6253650.91930,0
1764461700000,2995.65,2996.19,2992.85,2994.74,1296.585,1764461759999,3882690.82507,2898,523.226,1566792.63824,0
1764461760000,2994.74,2997.73,2994.65,2997.08,1406.804,1764461819999,4215602.04512,2689,915.565,2743400.98062,0
1764461820000,2997.09,2998.46,2996.99,2998.38,1348.904,1764461879999,4043723.06123,2069,888.845,2664624.12872,0
1764461880000,2998.39,2998.39,2995.26,2995.26,828.727,1764461939999,2484028.97158,2021,284.929,854081.06934,0
1764461940000,2995.26,2997.10,2995.26,2996.61,368.535,1764461999999,1104331.78776,1105,263.807,790522.08354,0
1764462000000,2996.61,2996.61,2995.01,2995.28,752.236,1764462059999,2253230.79173,1498,253.401,759007.87782,0
1764462060000,2995.28,2996.01,2994.64,2995.78,977.559,1764462119999,2927988.37553,1479,262.417,786023.77082,0
1764462120000,2995.78,2997.00,2995.78,2996.99,532.630,1764462179999,1596039.58553,1302,410.982,1231503.45146,0
1764462180000,2997.00,2997.00,2995.97,2995.99,363.073,1764462239999,1087876.80065,1024,157.159,470904.91584,0
1764462240000,2995.98,2995.98,2994.62,2995.45,332.294,1764462299999,995246.26633,948,118.806,355825.87155,0
1764462300000,2995.44,2995.97,2995.08,2995.96,190.743,1764462359999,571365.87639,926,103.588,310281.93392,0
1764462360000,2995.96,2996.50,2995.89,2996.06,299.901,1764462419999,898542.91473,760,213.634,640065.33520,0
1764462420000,2996.05,2996.35,2995.89,2996.20,441.583,1764462479999,1323022.22853,607,335.174,1004217.76039,0
1764462480000,2996.21,2996.21,2995.25,2995.26,197.853,1764462539999,592694.20768,552,67.870,203311.86664,0
1764462540000,2995.25,2995.26,2994.27,2994.59,306.184,1764462599999,916897.85117,726,52.247,156454.66662,0
1764462600000,2994.59,2994.93,2993.60,2993.60,520.605,1764462659999,1558854.00169,1222,162.698,487182.80442,0
1764462660000,2993.60,2993.95,2993.21,2993.84,865.400,1764462719999,2590576.78328,1073,151.135,452424.21939,0
1764462720000,2993.84,2995.79,2993.84,2995.64,443.501,1764462779999,1328331.65278,1274,265.115,794011.72810,0
1764462780000,2995.64,2996.00,2994.80,2995.94,513.178,1764462839999,1537148.29177,1471,355.645,1065264.07213,0
1764462840000,2995.93,2996.93,2995.00,2995.54,698.728,1764462899999,2093601.19589,2233,504.967,1513019.68701,0
1764462900000,2995.53,2995.54,2993.19,2993.19,195.685,1764462959999,585925.52108,1376,91.284,273329.04030,0
1764462960000,2993.17,2993.89,2993.17,2993.74,219.643,1764463019999,657522.09778,681,155.236,464700.70927,0
1764463020000,2993.73,2994.83,2993.57,2993.57,482.334,1764463079999,1444149.05858,1272,198.893,595474.44456,0
1764463080000,2993.58,2993.58,2992.85,2993.40,335.442,1764463139999,1004032.31365,1000,123.584,369902.63847,0
1764463140000,2993.40,2994.56,2993.33,2994.35,182.447,1764463199999,546265.58379,749,109.223,327025.77964,0
1764463200000,2994.34,2997.17,2994.34,2997.17,303.887,1764463259999,910405.08825,1481,246.910,739705.67134,0
1764463260000,2997.16,2998.35,2996.10,2996.57,1195.193,1764463319999,3582728.15232,2468,810.709,2430284.83085,0
1764463320000,2996.56,2996.57,2995.68,2995.83,326.192,1764463379999,977293.12837,1200,217.003,650150.98589,0
1764463380000,2995.82,2995.82,2994.38,2995.03,522.228,1764463439999,1564046.37783,1511,131.260,393138.02166,0
1764463440000,2995.02,2995.97,2995.02,2995.97,214.550,1764463499999,642696.07002,726,152.891,457980.27657,0
1764463500000,2995.96,2995.97,2993.98,2995.42,887.857,1764463559999,2658709.32702,2003,358.093,1072324.92629,0
1764463560000,2995.42,2995.42,2994.43,2995.19,488.451,1764463619999,1462893.68620,1198,126.904,380078.14135,0
1764463620000,2995.18,2995.19,2993.61,2993.61,94.181,1764463679999,282034.75681,738,30.575,91564.16364,0
1764463680000,2993.60,2993.60,2992.71,2993.32,824.335,1764463739999,2467357.13569,1413,210.186,629125.30986,0
1764463740000,2993.33,2994.75,2993.32,2994.75,201.155,1764463799999,602254.21041,811,161.304,482939.06794,0
1764463800000,2994.74,2994.75,2994.74,2994.75,112.884,1764463859999,338058.97925,305,74.909,224333.72775,0
1764463860000,2994.74,2995.08,2993.97,2994.80,431.454,1764463919999,1291958.49858,989,164.796,493445.91793,0
1764463920000,2994.80,2994.80,2994.04,2994.05,126.061,1764463979999,377464.19717,428,41.979,125694.93183,0
1764463980000,2994.04,2994.05,2993.50,2993.51,212.758,1764464039999,636936.30395,727,92.905,278129.83673,0
1764464040000,2993.51,2993.96,2993.07,2993.96,205.170,1764464099999,614188.95432,715,71.187,213104.09307,0
1764464100000,2993.95,2994.21,2993.81,2994.16,188.239,1764464159999,563596.35103,546,85.140,254916.83171,0
1764464160000,2994.17,2996.42,2994.16,2995.71,1079.243,1764464219999,3232910.48601,1633,858.476,2571445.67232,0
1764464220000,2995.71,2996.78,2995.70,2996.78,508.566,1764464279999,1523726.78161,899,365.897,1096280.08420,0
1764464280000,2996.78,2996.78,2996.00,2996.04,333.039,1764464339999,997919.23703,739,150.055,449608.19352,0
1764464340000,2996.03,2996.04,2995.71,2995.86,154.400,1764464399999,462571.34448,441,81.959,245539.85133,0
1764464400000,2995.87,2996.21,2994.75,2994.83,464.889,1764464459999,1392435.85729,1255,196.600,588845.24154,0
1764464460000,2994.83,2995.76,2994.83,2995.76,238.949,1764464519999,715700.25224,865,184.226,551799.31067,0
1764464520000,2995.75,2997.37,2995.75,2997.08,333.889,1764464579999,1000577.66839,1015,240.964,722083.17545,0
1764464580000,2997.08,2998.31,2996.92,2997.99,466.855,1764464639999,1399459.51940,1753,291.201,872932.54217,0
1764464640000,2997.98,2998.84,2997.51,2998.81,546.116,1764464699999,1637308.93293,1268,284.233,852202.12408,0
1764464700000,2998.81,3009.58,2998.67,3007.66,13802.747,1764464759999,41475980.13129,15669,10719.592,32210795.45404,0
1764464760000,3007.66,3008.02,3005.02,3005.64,3270.400,1764464819999,9832534.70746,4627,1973.548,5933401.24235,0
1764464820000,3005.65,3011.97,3005.64,3006.64,7695.438,1764464879999,23156200.98204,8476,5431.519,16343499.52934,0
1764464880000,3006.64,3008.37,3005.47,3008.30,2285.871,1764464939999,6873575.77312,4048,1364.977,4104329.42960,0
1764464940000,3008.30,3009.00,3007.57,3007.82,1459.357,1764464999999,4390594.73802,2365,626.895,1886060.57961,0
1764465000000,3007.83,3008.23,3006.45,3006.45,806.544,1764465059999,2425642.34056,2179,258.495,777394.28747,0
1764465060000,3006.46,3007.90,3006.38,3007.89,692.289,1764465119999,2081746.47935,1420,385.755,1159955.18751,0
1764465120000,3007.90,3008.56,3007.01,3007.19,994.314,1764465179999,2990620.21857,1791,639.345,1923039.30198,0
1764465180000,3007.19,3007.20,3005.54,3005.89,1201.527,1764465239999,3612085.69621,1899,412.709,1240631.21342,0
1764465240000,3005.90,3006.49,3005.50,3005.70,806.011,1764465299999,2422830.83509,1283,271.115,814941.73458,0
1764465300000,3005.70,3007.00,3005.70,3006.73,995.242,1764465359999,2992166.01254,1734,594.111,1786131.81305,0
1764465360000,3006.74,3007.26,3005.38,3006.79,1071.484,1764465419999,3221341.63880,2105,332.437,999393.99810,0
1764465420000,3006.78,3007.69,3006.62,3007.50,969.977,1764465479999,2916922.09161,1448,496.103,1491907.10920,0
1764465480000,3007.50,3008.24,3005.56,3005.56,1491.600,1764465539999,4485337.33340,1844,583.666,1755309.22417,0
1764465540000,3005.57,3005.57,3003.02,3003.02,2319.560,1764465599999,6968787.64974,2252,382.317,1148457.53956,0
1764465600000,3003.02,3005.88,3003.02,3005.88,802.828,1764465659999,2412250.09361,1946,411.580,1236607.11555,0
1764465660000,3005.88,3005.88,3004.09,3004.40,536.677,1764465719999,1612716.93629,975,290.130,871784.77914,0
1764465720000,3004.38,3005.32,3003.54,3004.66,971.495,1764465779999,2918922.38657,1529,567.047,1703840.54441,0
1764465780000,3004.66,3005.85,3004.66,3005.84,555.207,1764465839999,1668448.42799,965,232.763,699460.25436,0
1764465840000,3005.83,3005.84,3003.40,3003.40,681.227,1764465899999,2046950.00848,1164,61.403,184528.63103,0
1764465900000,3003.40,3004.68,3003.22,3003.86,617.405,1764465959999,1854479.27043,1332,373.785,1122726.92423,0
1764465960000,3003.87,3003.87,3002.26,3002.73,738.852,1764466019999,2218692.04764,1306,187.292,562348.10026,0
1764466020000,3002.73,3003.17,3002.73,3002.95,266.133,1764466079999,799178.67041,627,162.497,487961.73231,0
1764466080000,3002.95,3003.50,3002.94,3003.49,408.899,1764466139999,1228053.04611,590,191.125,573981.04691,0
1764466140000,3003.50,3004.21,3003.39,3004.18,347.713,1764466199999,1044433.08599,658,293.182,880628.45761,0
1764466200000,3004.17,3005.72,3003.77,3005.39,546.552,1764466259999,1642305.03758,1398,241.759,726450.54125,0
1764466260000,3005.39,3008.00,3005.02,3007.99,696.678,1764466319999,2094698.24309,1800,579.378,1741995.64764,0
1764466320000,3008.00,3009.00,3007.67,3008.16,959.393,1764466379999,2886276.22018,1867,600.860,1807637.86483,0
1764466380000,3008.17,3008.53,3007.81,3008.00,654.380,1764466439999,1968459.61424,1412,274.557,825908.19962,0
1764466440000,3008.01,3008.18,3007.60,3008.18,373.952,1764466499999,1124763.40239,975,188.960,568357.34357,0
1764466500000,3008.17,3008.63,3007.29,3007.83,1076.361,1764466559999,3237811.73344,1578,387.636,1166014.26073,0
1764466560000,3007.83,3008.66,3007.80,3007.81,994.566,1764466619999,2991801.21622,1469,617.921,1858722.54961,0
1764466620000,3007.81,3008.05,3007.15,3008.04,569.793,1764466679999,1713663.51152,1000,343.701,1033667.91059,0
1764466680000,3008.05,3008.49,3007.92,3008.29,604.269,1764466739999,1817736.29767,930,381.015,1146159.57802,0
1764466740000,3008.28,3008.29,3007.16,3007.41,792.481,1764466799999,2383635.36856,1326,285.914,859955.62502,0
1764466800000,3007.42,3008.48,3007.41,3007.41,600.681,1764466859999,1806860.98043,1282,363.295,1092782.48031,0
1764466860000,3007.41,3008.26,3006.86,3007.91,910.393,1764466919999,2737949.82116,1186,224.054,673852.58468,0
1764466920000,3007.90,3008.00,3004.38,3004.39,843.483,1764466979999,2535544.59422,1961,177.661,534051.59863,0
1764466980000,3004.39,3004.99,3003.63,3004.49,1628.846,1764467039999,4893738.21632,2122,336.603,1011246.57269,0
1764467040000,3004.49,3005.25,3004.35,3005.24,637.223,1764467099999,1914715.82523,1177,250.166,751734.69276,0
1764467100000,3005.24,3005.64,3004.73,3005.39,308.636,1764467159999,927506.40962,969,195.970,588925.76268,0
1764467160000,3005.40,3005.83,3004.55,3004.55,406.115,1764467219999,1220425.54556,1093,148.799,447148.47959,0
1764467220000,3004.54,3004.54,3003.55,3003.55,368.878,1764467279999,1108018.57695,853,100.861,302965.76422,0
1764467280000,3003.56,3004.76,3003.55,3004.76,322.672,1764467339999,969274.60759,677,248.215,745585.61515,0
1764467340000,3004.76,3004.76,3004.22,3004.30,253.611,1764467399999,761947.21095,774,179.007,537805.53143,0
1764467400000,3004.31,3005.20,3003.93,3003.93,286.675,1764467459999,861346.23235,994,175.449,527185.98596,0
1764467460000,3003.94,3004.09,3003.14,3003.48,303.029,1764467519999,910210.85348,1055,132.726,398672.08002,0
1764467520000,3003.48,3003.71,3003.10,3003.61,213.325,1764467579999,640709.12500,715,80.132,240669.08345,0
1764467580000,3003.62,3004.36,3003.61,3003.80,517.938,1764467639999,1555917.74058,1094,230.467,692331.61914,0
1764467640000,3003.80,3004.67,3003.79,3004.26,214.056,1764467699999,643086.47348,683,94.675,284436.82068,0
